candidate_id,mask_index,selection_rule,area,sam_score,area_ratio,tile_id,bbox_xyxy,bbox_center,bbox_w,bbox_h,bbox_source,local_bbox_xyxy,local_mask_width,local_mask_height,actual_local_mask_area,tile_box_xyxy,mask_file,mask_file_url,upscaled_mask_file,upscaled_mask_file_url
58,115,target_split36_tile_local_area_in_clean_q25_q75,43.0,0.956696093082428,0.0011750560201125868,r1_c4,"[995, 177, 1003, 184]","[999, 180]",8,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[142, 6, 150, 13]",214,171,43,"[853, 171, 1067, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0115.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0115.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0115_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0115_upscaled.png
59,90,target_split36_tile_local_area_in_clean_q25_q75,41.0,0.9635853171348572,0.0011256623562034978,r1_c5,"[1160, 179, 1167, 187]","[1163, 183]",7,8,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[93, 8, 100, 16]",213,171,41,"[1067, 171, 1280, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0090.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0090.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c5_mask_0090_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c5_mask_0090_upscaled.png
60,25,target_split36_tile_local_area_in_clean_q25_q75,41.0,0.9753032922744751,0.0011204022517352571,r1_c4,"[907, 184, 914, 191]","[910, 187]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[54, 13, 61, 20]",214,171,41,"[853, 171, 1067, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0025.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0025.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0025_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0025_upscaled.png
61,106,target_split36_tile_local_area_in_clean_q25_q75,46.0,0.952035129070282,0.0012629382533014854,r1_c3,"[687, 188, 694, 195]","[690, 191]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[47, 17, 54, 24]",213,171,46,"[640, 171, 853, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c3_mask_0106.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c3_mask_0106.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c3_mask_0106_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c3_mask_0106_upscaled.png
62,77,target_split36_tile_local_area_in_clean_q25_q75,47.0,0.959756076335907,0.0012903934327210828,r1_c0,"[171, 190, 179, 198]","[175, 194]",8,8,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[171, 19, 179, 27]",213,171,47,"[0, 171, 213, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0077.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0077.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c0_mask_0077_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c0_mask_0077_upscaled.png
63,165,target_split36_tile_local_area_in_clean_q25_q75,44.0,0.9436582326889038,0.0012080278944622902,r1_c0,"[140, 196, 150, 202]","[145, 199]",10,6,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[140, 25, 150, 31]",213,171,44,"[0, 171, 213, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0165.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0165.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c0_mask_0165_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c0_mask_0165_upscaled.png
64,278,target_split36_tile_local_area_in_clean_q25_q75,50.0,0.917280375957489,0.0013663442094332405,r1_c4,"[1018, 198, 1028, 205]","[1023, 201]",10,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[165, 27, 175, 34]",214,171,50,"[853, 171, 1067, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0278.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0278.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0278_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0278_upscaled.png
65,13,target_split36_tile_local_area_in_clean_q25_q75,42.0,0.9800896048545837,0.0011531175356230953,r1_c5,"[1145, 203, 1152, 210]","[1148, 206]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[78, 32, 85, 39]",213,171,42,"[1067, 171, 1280, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0013.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0013.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c5_mask_0013_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c5_mask_0013_upscaled.png
66,95,target_split36_tile_local_area_in_clean_q25_q75,37.0,0.9562250375747681,0.0010158416385251078,r1_c0,"[167, 207, 173, 216]","[170, 211]",6,9,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[167, 36, 173, 45]",213,171,37,"[0, 171, 213, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0095.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0095.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c0_mask_0095_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c0_mask_0095_upscaled.png
67,267,target_split36_tile_local_area_in_clean_q25_q75,44.0,0.9215636253356934,0.0012023829043012516,r1_c4,"[989, 214, 996, 221]","[992, 217]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[136, 43, 143, 50]",214,171,44,"[853, 171, 1067, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0267.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0267.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0267_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0267_upscaled.png
68,156,target_split36_tile_local_area_in_clean_q25_q75,39.0,0.9491004943847656,0.0010657484833579275,r1_c4,"[1046, 222, 1053, 229]","[1049, 225]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[193, 51, 200, 58]",214,171,39,"[853, 171, 1067, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0156.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0156.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0156_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0156_upscaled.png
69,15,target_split36_tile_local_area_in_clean_q25_q75,50.0,0.9784642457962036,0.0013727589709798755,r1_c0,"[65, 225, 73, 233]","[69, 229]",8,8,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[65, 54, 73, 62]",213,171,50,"[0, 171, 213, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0015.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0015.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c0_mask_0015_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c0_mask_0015_upscaled.png
70,215,target_split36_tile_local_area_in_clean_q25_q75,41.0,0.9405654072761536,0.0011256623562034978,r1_c5,"[1079, 230, 1086, 239]","[1082, 234]",7,9,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[12, 59, 19, 68]",213,171,41,"[1067, 171, 1280, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0215.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0215.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c5_mask_0215_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c5_mask_0215_upscaled.png
71,63,target_split36_tile_local_area_in_clean_q25_q75,47.0,0.9650808572769165,0.001284363556867246,r1_c4,"[870, 235, 878, 242]","[874, 238]",8,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[17, 64, 25, 71]",214,171,47,"[853, 171, 1067, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0063.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0063.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0063_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0063_upscaled.png
72,197,target_split36_tile_local_area_in_clean_q25_q75,42.0,0.9396479725837708,0.001147729135923922,r1_c4,"[967, 239, 974, 246]","[970, 242]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[114, 68, 121, 75]",214,171,42,"[853, 171, 1067, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0197.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0197.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0197_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0197_upscaled.png
73,227,target_split36_tile_local_area_in_clean_q25_q75,47.0,0.916999101638794,0.0012903934327210828,r1_c2,"[615, 244, 625, 250]","[620, 247]",10,6,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[188, 73, 198, 79]",213,171,47,"[427, 171, 640, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c2_mask_0227.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c2_mask_0227.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c2_mask_0227_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c2_mask_0227_upscaled.png
74,80,target_split36_tile_local_area_in_clean_q25_q75,45.0,0.9611565470695496,0.0012297097884899164,r1_c4,"[881, 248, 889, 255]","[885, 251]",8,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[28, 77, 36, 84]",214,171,45,"[853, 171, 1067, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0080.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0080.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0080_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0080_upscaled.png
75,158,target_split36_tile_local_area_in_clean_q25_q75,43.0,0.9526143670082092,0.0011805727150426928,r1_c5,"[1166, 252, 1172, 261]","[1169, 256]",6,9,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[99, 81, 105, 90]",213,171,43,"[1067, 171, 1280, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0158.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0158.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c5_mask_0158_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c5_mask_0158_upscaled.png
76,221,target_split36_tile_local_area_in_clean_q25_q75,43.0,0.9185181856155396,0.0011805727150426928,r1_c2,"[504, 261, 512, 268]","[508, 264]",8,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[77, 90, 85, 97]",213,171,43,"[427, 171, 640, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c2_mask_0221.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c2_mask_0221.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c2_mask_0221_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c2_mask_0221_upscaled.png
77,187,target_split36_tile_local_area_in_clean_q25_q75,44.0,0.9286009073257446,0.0012080278944622902,r1_c2,"[450, 266, 457, 273]","[453, 269]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[23, 95, 30, 102]",213,171,44,"[427, 171, 640, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c2_mask_0187.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c2_mask_0187.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c2_mask_0187_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c2_mask_0187_upscaled.png
78,57,target_split36_tile_local_area_in_clean_q25_q75,48.0,0.9652096033096313,0.0013116904410559109,r1_c1,"[339, 270, 346, 278]","[342, 274]",7,8,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[126, 99, 133, 107]",214,171,48,"[213, 171, 427, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c1_mask_0057.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c1_mask_0057.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c1_mask_0057_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c1_mask_0057_upscaled.png
79,28,target_split36_tile_local_area_in_clean_q25_q75,47.0,0.970428466796875,0.0012903934327210828,r1_c3,"[682, 277, 690, 284]","[686, 280]",8,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[42, 106, 50, 113]",213,171,47,"[640, 171, 853, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c3_mask_0028.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c3_mask_0028.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c3_mask_0028_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c3_mask_0028_upscaled.png
80,26,target_split36_tile_local_area_in_clean_q25_q75,44.0,0.9749586582183838,0.0012023829043012516,r1_c4,"[883, 284, 891, 291]","[887, 287]",8,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[30, 113, 38, 120]",214,171,44,"[853, 171, 1067, 342]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0026.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c4_mask_0026.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0026_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r1_c4_mask_0026_upscaled.png
